feedback_id,feedback,title,rating,created_at,channel,product_area,source_dataset
DRUG-24276,"""I have had the Mirena for 6 years now and I love it! I recently had to have my first one removed and another one put in place. I was so nervous to have it removed because with the first one it was pretty uncomfortable and I cramped up a little. The only side effect I have had was cramping the first few months when I had the first one placed. I have been cycle free for several years now and NO babies! It has been the best form of semi-permanent birth control and I will never chose a different birth control again. Its easy, insurance covers it and it can be placed in your regular doctors office! Beware that there will be some bleeding and cramping after its placed because they have to open your cervix. LOVE MIRENA!""",Mirena — Birth Control,5.0,2012-11-09,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-75171,"""My psychiatrist prescribed me 5mg of Ambien to help with insomnia. I take it 3-5 nights a week (typically 3) and found it very helpful in the beginning. Now, I can take it and not feel a thing. I have considered asking my psychiatrist for a slightly higher dosage.""",Zolpidem — Insomnia,3.5,2016-05-01,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-158413,"""Drank the prep,held my nose and chugged and wow! Was it nasty! I am not fussy and am a just do it sort of person, but this stuff was foul. I sucked on an orange wedge right after.The next 32 oz were a breeze. Then came the bloating (a lot) and significant pain. I drank peppermint tea  &massaged my belly and after 40 min  I let loose, this after an extra day of liquid diet. 5 hrs later and still gurgling and gas(running for the loo each time)  still not clear. I have a 12noon appt and am supposed to take my next dose at 8 am.I think I will move it to 6 am. From what I read here  people finished up pretty quickly. A not as unpleasant an experience as 10 yrs ago, but I could do without the icky flavor&  pain. Not looking forward to next dose.""",Suprep Bowel Prep Kit — Bowel Preparation,2.5,2016-10-03,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-93543,"""I've used it in the not recent past with some pain and it's been effective but last night was horrible. I took it just before bed and I've had terrible cramps, broke into sweats, and spent part of the night on the bathroom floor in pain. I wasn't even able to go to work today. It is working but the side effects are horrible. I still have sharp pains and it's noon of the next day.""",Bisacodyl — Constipation,2.0,2016-01-11,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-103569,"""Awake ..... Euphoria!""",Provigil — Narcolepsy,5.0,2017-10-07,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-78155,"""Hi, I'm taking this drug for 7 days now. Just started with the drops. 1 mg more each day. I'm now on 7 mg. Since 2 days it's keeping me awake all night... I don't have problems with my drive anymore (my mainproblem, besides bad concentration) but in case the sleep is not getting better I'll have problems with that for sure. Does anyone know if the sleep is still getting better after worsened through medication? If sleep is not getting better I have to tapper it off or take less than 5mg (insomnia started at 5, 4 mg was still ok)""",Trintellix — Depression,2.5,2015-10-11,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-36409,"""I was also switched from Aviane to Orsythia.  I am halfway through month two, and the fatigue, bloating and nausea are so bad I actually thought I was pregnant!  I will be stopping mid-pack as I spent the entire day at work trying to not get sick all over my desk.  I'm also waiting for my doc to write me a new prescription.  """,Ethinyl estradiol / levonorgestrel — Birth Control,1.0,2012-11-16,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-77759,"""This is my first time ever taking any type of birth control and it is going pretty well. I'm on the third month. The beginning of the first month I was really moody but it went away. Periods are much lighter. My appetite has increased. I don't have acne anymore.""",Ethinyl estradiol / norethindrone — Birth Control,4.5,2010-08-12,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-94000,"""I started taking this because my doctor insisted in me trying something after many failed programs after I read most of you guys reviews I gave it a try and the 1st day I felt weird as hell had a tingling feeling on my left hand and a headache from hell but after my 2nd day it's like I don't feel a thing maybe only a headache but ibuprofen took care of that. I would tell anyone scared to try it give it at least two days. And I believe you'll love it. I'm starting out with 266 pounds.""",Lorcaserin — Obesity,4.5,2014-07-29,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-50302,"""Stelara very effective, have been on it for 3 years and can lengthen time between injections i.e. 16 weeks without too much flare up. Have experienced chronic rhinitis and symptoms of depression as side effects.""",Ustekinumab — Psoriasis,4.0,2013-01-15,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-149902,"""A continuation from a previous post of mine&hellip; So I developed Burning Mouth Syndrome (BMS) several months ago; I NOW believe it was linked to the YI or BV I had been avoiding. The first night the BMS hit me, my throat felt like it was torched, my tongue & gums were on fire. Assuming it was my dental crown, I had my dentist replace existing crown - NOT A CURE. Wk after wk prayed & tried a million different things. Come to find out, after taking this med it is 99% gone & in another week or so it will no doubt be completely gone. I BELIEVE THIS MED CURED MY BURNING MOUTH SYNDROME!!! I thank God & feel like I've been given a new life -- anyone that has SUFFERED from BMS absolutely knows what I'm talking about. Words cannot describe the insane pain/discomfort!!!""",Metronidazole — Bacterial Vaginitis,5.0,2017-02-02,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-76980,"""I am just finished my 2nd week of pills, but had to go off from the medicine do to sudden severe panic attacks and hypertension. Just stopped taking them today and hoping the effects go away quickly!! Could have possibly been an allergic reaction. Also had bleeding for the entire 2 weeks so far.""",LoSeasonique — Birth Control,1.0,2009-11-03,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
DRUG-67616,"""This medicine is a life-changer.  Has reduced my excessive daytime sleepiness by about 80%. I rarely have to take any daytime narcolepsy medicines.  Has also stopped the hypnopompic hallucinations almost completely.  I feel like I got my life back.  I went from considering applying for disability to working full time with no accommodations.  This medicine gave me my life back!  Just be aware that it can take a good 6 months to adjust to it, find your therapeutic dose, and work off your sleep debt (from lack of deep sleep).  I ended up being prescribed an anti-nausea medicine while I was titrating my dose in order to overcome the nausea at first.  But now I can take it just fine. It's tough to adjust to but so worth it in the long run!""",Xyrem — Narcolepsy,4.5,2013-07-13,drugs.com patient review,Public health — medication experience,UCI Drug Review Dataset (Drugs.com)
